supplier_item_id,import_batch_id,supplier_name,source_file,source_sheet,source_row_number,supplier_brand_raw,supplier_name_raw,supplier_ori_raw,supplier_cn_raw,supplier_code,quantity_raw,quantity_kg,price_aed,price_usd,normalised_brand,normalised_fragrance_name,normalised_cn_name,candidate_original_brand,candidate_original_name,supplier_clone_name,brand_match_key,fragrance_match_key,cn_match_key,variant_flags,status,review_status,review_priority,commercial_use_basis,source_type,can_promote_to_catalogue,data_quality_notes
SUP-20260426-00512,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,521,CALVIN KLEIN,CK ONE TOP,,CK ONE TOP,250154,1.00KG,1.0,450.0,123.0,Calvin Klein,Ck One Top,Ck One Top,Calvin Klein,Ck One,,CALVINKLEIN,CKONE,CKONETOP,top,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,Variant marker detected; confirm whether this is a performance variant or separate oil.
SUP-20260426-00513,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,522,CALVIN KLEIN,CK ONE,,CK ONE,250083,1.00KG,1.0,295.0,80.0,Calvin Klein,Ck One,Ck One,Calvin Klein,Ck One,,CALVINKLEIN,CKONE,CKONE,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00514,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,523,CALVIN KLEIN,DEEP EUPHORIA,,DEEP EUPHORIA,3000128,1.00KG,1.0,275.0,75.0,Calvin Klein,Deep Euphoria,Deep Euphoria,Calvin Klein,Deep Euphoria,,CALVINKLEIN,DEEPEUPHORIA,DEEPEUPHORIA,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00515,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,524,CALVIN KLEIN,ESCAPE WOMAN,,ESCAPE WOMAN,3000129,1.00KG,1.0,275.0,75.0,Calvin Klein,Escape Woman,Escape Woman,Calvin Klein,Escape Woman,,CALVINKLEIN,ESCAPEWOMAN,ESCAPEWOMAN,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00516,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,525,CALVIN KLEIN,ETERNITY AIR MEN,,ETERNITY AIR MEN,3000130,1.00KG,1.0,275.0,75.0,Calvin Klein,Eternity Air Men,Eternity Air Men,Calvin Klein,Eternity Air Men,,CALVINKLEIN,ETERNITYAIRMEN,ETERNITYAIRMEN,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00517,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,526,CALVIN KLEIN,ETERNITY AIR WOMAN,,ETERNITY AIR WOMAN,3000131,1.00KG,1.0,275.0,75.0,Calvin Klein,Eternity Air Woman,Eternity Air Woman,Calvin Klein,Eternity Air Woman,,CALVINKLEIN,ETERNITYAIRWOMAN,ETERNITYAIRWOMAN,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00518,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,527,CALVIN KLEIN,ETERNITY FLAME,,ETERNITY FLAME,3000132,1.00KG,1.0,275.0,75.0,Calvin Klein,Eternity Flame,Eternity Flame,Calvin Klein,Eternity Flame,,CALVINKLEIN,ETERNITYFLAME,ETERNITYFLAME,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00519,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,528,CALVIN KLEIN,ETERNITY MAN,,ETERNITY MAN,3000133,1.00KG,1.0,275.0,75.0,Calvin Klein,Eternity Man,Eternity Man,Calvin Klein,Eternity Man,,CALVINKLEIN,ETERNITYMAN,ETERNITYMAN,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00520,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,529,CALVIN KLEIN,ETERNITY WOMAN,,ETERNITY WOMAN,3000134,1.00KG,1.0,275.0,75.0,Calvin Klein,Eternity Woman,Eternity Woman,Calvin Klein,Eternity Woman,,CALVINKLEIN,ETERNITYWOMAN,ETERNITYWOMAN,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00521,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,530,CALVIN KLEIN,EUPHORIA FORBIDDEN WOMAN,,EUPHORIA FORBIDDEN WOMAN,3000135,1.00KG,1.0,300.0,82.0,Calvin Klein,Euphoria Forbidden Woman,Euphoria Forbidden Woman,Calvin Klein,Euphoria Forbidden Woman,,CALVINKLEIN,EUPHORIAFORBIDDENWOMAN,EUPHORIAFORBIDDENWOMAN,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00522,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,531,CALVIN KLEIN,EUPHORIA PURE GOLD MEN,,EUPHORIA PURE GOLD MEN,3000136,1.00KG,1.0,275.0,75.0,Calvin Klein,Euphoria Pure Gold Men,Euphoria Pure Gold Men,Calvin Klein,Euphoria Pure Gold Men,,CALVINKLEIN,EUPHORIAPUREGOLDMEN,EUPHORIAPUREGOLDMEN,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00523,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,532,CALVIN KLEIN,EUPHORIA PURE GOLD WOMAN,,EUPHORIA PURE GOLD WOMAN,3000137,1.00KG,1.0,275.0,75.0,Calvin Klein,Euphoria Pure Gold Woman,Euphoria Pure Gold Woman,Calvin Klein,Euphoria Pure Gold Woman,,CALVINKLEIN,EUPHORIAPUREGOLDWOMAN,EUPHORIAPUREGOLDWOMAN,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00524,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,533,CALVIN KLEIN,EUPHORIA WOMAN,,EUPHORIA WOMAN,3000138,1.00KG,1.0,275.0,75.0,Calvin Klein,Euphoria Woman,Euphoria Woman,Calvin Klein,Euphoria Woman,,CALVINKLEIN,EUPHORIAWOMAN,EUPHORIAWOMAN,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00525,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,534,CANALI,CANALI DAL 1934,LZ,EBONY & IVORY,239200-T,1.00KG,1.0,1100.0,301.0,Canali,Canali Dal 1934,Ebony & Ivory,Canali,Canali Dal 1934,Ebony & Ivory,CANALI,CANALIDAL1934,EBONYIVORY,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-00526,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,535,CARNER,BLACK CALAMUS,,BLACK CALAMUS,3000139,1.00KG,1.0,660.0,180.0,Carner,Black Calamus,Black Calamus,Carner,Black Calamus,,CARNER,BLACKCALAMUS,BLACKCALAMUS,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00527,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,536,CARNER,VOLCANO,,VOLCANO,3000140,1.00KG,1.0,550.0,150.0,Carner,Volcano,Volcano,Carner,Volcano,,CARNER,VOLCANO,VOLCANO,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00528,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,537,CAROLINA HERRERA,CEDAR CHIC,,CEDAR CHIC,250348,1.00KG,1.0,1200.0,327.0,Carolina Herrera,Cedar Chic,Cedar Chic,Carolina Herrera,Cedar Chic,,CAROLINAHERRERA,CEDARCHIC,CEDARCHIC,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00529,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,538,CAROLINA HERRERA,BAD BOY ELIXIR,,BAD BOY ELIXIR,250118,1.00KG,1.0,1000.0,273.0,Carolina Herrera,Bad Boy Elixir,Bad Boy Elixir,Carolina Herrera,Bad Boy Elixir,,CAROLINAHERRERA,BADBOYELIXIR,BADBOYELIXIR,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00530,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,539,CAROLINA HERRERA,LA BOMBA,,LA BOMBA,250117,1.00KG,1.0,850.0,232.0,Carolina Herrera,La Bomba,La Bomba,Carolina Herrera,La Bomba,,CAROLINAHERRERA,LABOMBA,LABOMBA,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00531,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,540,CAROLINA HERRERA,STALLION LEATHER SUEDE,,STALLION LEATHER SUEDE,250051,1.00KG,1.0,850.0,232.0,Carolina Herrera,Stallion Leather Suede,Stallion Leather Suede,Carolina Herrera,Stallion Leather Suede,,CAROLINAHERRERA,STALLIONLEATHERSUEDE,STALLIONLEATHERSUEDE,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00532,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,541,CAROLINA HERRERA,VERY GOOD GIRL ELIXIR,,VERY GOOD GIRL ELIXIR,240962,1.00KG,1.0,850.0,232.0,Carolina Herrera,Very Good Girl Elixir,Very Good Girl Elixir,Carolina Herrera,Very Good Girl Elixir,,CAROLINAHERRERA,VERYGOODGIRLELIXIR,VERYGOODGIRLELIXIR,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00533,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,542,CAROLINA HERRERA,GOOD GIRL SPARKLING ICE,,GOOD GIRL SPARKLING ICE,240936,1.00KG,1.0,850.0,232.0,Carolina Herrera,Good Girl Sparkling Ice,Good Girl Sparkling Ice,Carolina Herrera,Good Girl Sparkling Ice,,CAROLINAHERRERA,GOODGIRLSPARKLINGICE,GOODGIRLSPARKLINGICE,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00534,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,543,CAROLINA HERRERA,GOOD GIRL SUPREME,,GOOD GIRL SUPREME,240922,1.00KG,1.0,850.0,232.0,Carolina Herrera,Good Girl Supreme,Good Girl Supreme,Carolina Herrera,Good Girl Supreme,,CAROLINAHERRERA,GOODGIRLSUPREME,GOODGIRLSUPREME,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00535,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,544,CAROLINA HERRERA,BAD BOY COBALT ELIXIR,,BAD BOY COBALT ELIXIR,240756,1.00KG,1.0,1000.0,273.0,Carolina Herrera,Bad Boy Cobalt Elixir,Bad Boy Cobalt Elixir,Carolina Herrera,Bad Boy Cobalt Elixir,,CAROLINAHERRERA,BADBOYCOBALTELIXIR,BADBOYCOBALTELIXIR,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00536,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,545,CAROLINA HERRERA,212 VIP BLACK,,212 VIP BLACK,240704,1.00KG,1.0,900.0,245.0,Carolina Herrera,212 VIP Black,212 VIP Black,Carolina Herrera,212 VIP Black,,CAROLINAHERRERA,212VIPBLACK,212VIPBLACK,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00537,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,546,CAROLINA HERRERA,BIRDS OF PARADISE FOR HER,,BIRDS OF PARADISE FOR HER,240677,1.00KG,1.0,700.0,191.0,Carolina Herrera,Birds Of Paradise For Her,Birds Of Paradise For Her,Carolina Herrera,Birds Of Paradise For Her,,CAROLINAHERRERA,BIRDSOFPARADISEFORHER,BIRDSOFPARADISEFORHER,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00538,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,547,CAROLINA HERRERA,GOOD GIRL BLUSH ELIXIR,,GOOD GIRL BLUSH ELIXIR,240359,1.00KG,1.0,550.0,150.0,Carolina Herrera,Good Girl Blush Elixir,Good Girl Blush Elixir,Carolina Herrera,Good Girl Blush Elixir,,CAROLINAHERRERA,GOODGIRLBLUSHELIXIR,GOODGIRLBLUSHELIXIR,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00539,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,548,CAROLINA HERRERA,GOOD GIRL BLUSH,,GOOD GIRL BLUSH,240162,1.00KG,1.0,450.0,123.0,Carolina Herrera,Good Girl Blush,Good Girl Blush,Carolina Herrera,Good Girl Blush,,CAROLINAHERRERA,GOODGIRLBLUSH,GOODGIRLBLUSH,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00540,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,549,CAROLINA HERRERA,212 MEN ICE,LZ,ICEMAN,345210-B,1.00KG,1.0,330.0,90.0,Carolina Herrera,212 Men Ice,Iceman,Carolina Herrera,212 Men Ice,Iceman,CAROLINAHERRERA,212MENICE,ICEMAN,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-00541,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,550,CAROLINA HERRERA,STALLION LEATHER,LZ,CHURCHILL DOWNS,261248,1.00KG,1.0,600.0,164.0,Carolina Herrera,Stallion Leather,Churchill Downs,Carolina Herrera,Stallion Leather,Churchill Downs,CAROLINAHERRERA,STALLIONLEATHER,CHURCHILLDOWNS,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-00542,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,551,CAROLINA HERRERA,212 VIP MEN,,212 VIP MEN,240179,1.00KG,1.0,480.0,131.0,Carolina Herrera,212 VIP Men,212 VIP Men,Carolina Herrera,212 VIP Men,,CAROLINAHERRERA,212VIPMEN,212VIPMEN,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00543,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,552,CAROLINA HERRERA,GOOD GIRL TOP,,GOOD GIRL TOP,250187,1.00KG,1.0,770.0,210.0,Carolina Herrera,Good Girl Top,Good Girl Top,Carolina Herrera,Good Girl,,CAROLINAHERRERA,GOODGIRL,GOODGIRLTOP,top,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,Variant marker detected; confirm whether this is a performance variant or separate oil.
SUP-20260426-00544,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,553,CAROLINA HERRERA,VERY GOOD GIRL TOP,,VERY GOOD GIRL TOP,240596,1.00KG,1.0,1300.0,355.0,Carolina Herrera,Very Good Girl Top,Very Good Girl Top,Carolina Herrera,Very Good Girl,,CAROLINAHERRERA,VERYGOODGIRL,VERYGOODGIRLTOP,top,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,Variant marker detected; confirm whether this is a performance variant or separate oil.
SUP-20260426-00545,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,554,CAROLINA HERRERA,SAFFRON LAZULI,LZ,BLUE CROCUS,353950-B,1.00KG,1.0,390.0,107.0,Carolina Herrera,Saffron Lazuli,Blue Crocus,Carolina Herrera,Saffron Lazuli,Blue Crocus,CAROLINAHERRERA,SAFFRONLAZULI,BLUECROCUS,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-00546,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,555,CAROLINA HERRERA,212 HEROES,LZ,SCULPTED,336022,1.00KG,1.0,610.0,167.0,Carolina Herrera,212 Heroes,Sculpted,Carolina Herrera,212 Heroes,Sculpted,CAROLINAHERRERA,212HEROES,SCULPTED,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-00547,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,556,CAROLINA HERRERA,212 MAN TOP,,212 MAN TOP,240808,1.00KG,1.0,700.0,191.0,Carolina Herrera,212 Man Top,212 Man Top,Carolina Herrera,212 Man,,CAROLINAHERRERA,212MAN,212MANTOP,top,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,Variant marker detected; confirm whether this is a performance variant or separate oil.
SUP-20260426-00548,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,557,CAROLINA HERRERA,212 VIP ROSE LOVE NY,LZ,FAMOUSE ROSE,154589,1.00KG,1.0,750.0,205.0,Carolina Herrera,212 VIP Rose Love Ny,Famouse Rose,Carolina Herrera,212 VIP Rose Love Ny,Famouse Rose,CAROLINAHERRERA,212VIPROSELOVENY,FAMOUSEROSE,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-00549,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,559,CAROLINA HERRERA,CHIC FOR MEN,,CHIC FOR MEN,240028,1.00KG,1.0,450.0,123.0,Carolina Herrera,Chic For Men,Chic For Men,Carolina Herrera,Chic For Men,,CAROLINAHERRERA,CHICFORMEN,CHICFORMEN,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00550,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,560,CAROLINA HERRERA,212 MAN,,212 MAN,3000141,1.00KG,1.0,290.0,79.0,Carolina Herrera,212 Man,212 Man,Carolina Herrera,212 Man,,CAROLINAHERRERA,212MAN,212MAN,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00551,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,561,CAROLINA HERRERA,212 MEN ACQUA,,212 MEN ACQUA,3000142,1.00KG,1.0,275.0,75.0,Carolina Herrera,212 Men Acqua,212 Men Acqua,Carolina Herrera,212 Men Acqua,,CAROLINAHERRERA,212MENACQUA,212MENACQUA,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00552,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,562,CAROLINA HERRERA,212 SEXY MAN,,212 SEXY MAN,3000143,1.00KG,1.0,275.0,75.0,Carolina Herrera,212 Sexy Man,212 Sexy Man,Carolina Herrera,212 Sexy Man,,CAROLINAHERRERA,212SEXYMAN,212SEXYMAN,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00553,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,563,CAROLINA HERRERA,212 SEXY WOMAN,,212 SEXY WOMAN,3000144,1.00KG,1.0,275.0,75.0,Carolina Herrera,212 Sexy Woman,212 Sexy Woman,Carolina Herrera,212 Sexy Woman,,CAROLINAHERRERA,212SEXYWOMAN,212SEXYWOMAN,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00554,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,564,CAROLINA HERRERA,212 VIP CLUB,,212 VIP CLUB,3000145,1.00KG,1.0,275.0,75.0,Carolina Herrera,212 VIP Club,212 VIP Club,Carolina Herrera,212 VIP Club,,CAROLINAHERRERA,212VIPCLUB,212VIPCLUB,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00555,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,565,CAROLINA HERRERA,212 VIP RED ROSE,,212 VIP RED ROSE,3000146,1.00KG,1.0,275.0,75.0,Carolina Herrera,212 VIP Red Rose,212 VIP Red Rose,Carolina Herrera,212 VIP Red Rose,,CAROLINAHERRERA,212VIPREDROSE,212VIPREDROSE,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00556,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,566,CAROLINA HERRERA,212 VIP ROSE,,212 VIP ROSE,3000147,1.00KG,1.0,275.0,75.0,Carolina Herrera,212 VIP Rose,212 VIP Rose,Carolina Herrera,212 VIP Rose,,CAROLINAHERRERA,212VIPROSE,212VIPROSE,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00557,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,567,CAROLINA HERRERA,BAD BOY TOP,,BAD BOY TOP,240388,1.00KG,1.0,580.0,158.0,Carolina Herrera,Bad Boy Top,Bad Boy Top,Carolina Herrera,Bad Boy,,CAROLINAHERRERA,BADBOY,BADBOYTOP,top,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,Variant marker detected; confirm whether this is a performance variant or separate oil.
SUP-20260426-00558,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,568,CAROLINA HERRERA,BURNING ROSE,,BURNING ROSE,3000148,1.00KG,1.0,275.0,75.0,Carolina Herrera,Burning Rose,Burning Rose,Carolina Herrera,Burning Rose,,CAROLINAHERRERA,BURNINGROSE,BURNINGROSE,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00559,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,569,CAROLINA HERRERA,CH CH MAN,,CH CH MAN,3000149,1.00KG,1.0,275.0,75.0,Carolina Herrera,Ch Ch Man,Ch Ch Man,Carolina Herrera,Ch Ch Man,,CAROLINAHERRERA,CHCHMAN,CHCHMAN,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00560,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,570,CAROLINA HERRERA,CH CH WOMAN,,CH CH WOMAN,3000150,1.00KG,1.0,275.0,75.0,Carolina Herrera,Ch Ch Woman,Ch Ch Woman,Carolina Herrera,Ch Ch Woman,,CAROLINAHERRERA,CHCHWOMAN,CHCHWOMAN,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00561,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,571,CAROLINA HERRERA,GOOD GIRL,,GOOD GIRL,240964,1.00KG,1.0,275.0,75.0,Carolina Herrera,Good Girl,Good Girl,Carolina Herrera,Good Girl,,CAROLINAHERRERA,GOODGIRL,GOODGIRL,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00562,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,572,CAROLINA HERRERA,MYSTERY TOBACCO,,MYSTERY TOBACCO,3000153,1.00KG,1.0,330.0,90.0,Carolina Herrera,Mystery Tobacco,Mystery Tobacco,Carolina Herrera,Mystery Tobacco,,CAROLINAHERRERA,MYSTERYTOBACCO,MYSTERYTOBACCO,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00563,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,573,CAROLINA HERRERA,OUD COUTURE,,OUD COUTURE,3000154,1.00KG,1.0,275.0,75.0,Carolina Herrera,OUD Couture,OUD Couture,Carolina Herrera,OUD Couture,,CAROLINAHERRERA,OUDCOUTURE,OUDCOUTURE,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-00564,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,574,CAROLINA HERRERA,VERY GOOD GIRL,,VERY GOOD GIRL,3000155,1.00KG,1.0,275.0,75.0,Carolina Herrera,Very Good Girl,Very Good Girl,Carolina Herrera,Very Good Girl,,CAROLINAHERRERA,VERYGOODGIRL,VERYGOODGIRL,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
