brand_id,normalised_brand,brand_match_key,supplier_item_count,lz_rows,top_or_super_rows,high_priority_rows,medium_priority_rows
BRAND-54C4886D1E,Mukallat Alah,MUKALLATALAH,1,0,0,0,0
BRAND-3D9D1D7101,Mukallat Bmw,MUKALLATBMW,1,0,0,0,0
BRAND-6C3144C838,Mukallat Fatima,MUKALLATFATIMA,1,0,0,0,0
BRAND-D666BBD54D,Mukallat Yas,MUKALLATYAS,1,0,0,0,0
BRAND-A408137C51,Mukallat Zayed,MUKALLATZAYED,1,0,0,0,0
BRAND-18C763122C,Musk Al,MUSKAL,1,1,0,0,1
BRAND-95A51E838B,Musk Al Gazal Black,MUSKALGAZALBLACK,1,0,0,0,0
BRAND-470333E0CE,Musk Al Shyukh,MUSKALSHYUKH,1,0,0,0,0
BRAND-C796FAF3F9,Musk Al Shyukh Milky,MUSKALSHYUKHMILKY,1,0,0,0,0
BRAND-72769FDE7F,Musk Soft And Musk,MUSKSOFTANDMUSK,1,0,0,0,0
BRAND-A2A87DFF03,Musk Soft Musk,MUSKSOFTMUSK,1,0,0,0,0
BRAND-0FBE69DC02,Nagarmotha,NAGARMOTHA,1,0,1,0,1
BRAND-68ED3323DB,Nicolai,NICOLAI,1,1,1,0,1
BRAND-DF9CABCD7D,Nivea,NIVEA,1,0,0,0,0
BRAND-DAFA088F53,Nusuk,NUSUK,1,0,0,0,0
BRAND-A5E7BA11B7,OUD Al,OUDAL,1,0,0,0,0
BRAND-2C3C5A9852,OUD Al Mas,OUDALMAS,1,0,0,0,0
BRAND-4EF3048EAB,OUD Balla,OUDBALLA,1,0,0,0,0
BRAND-5AA08FFCE1,OUD Balla Top,OUDBALLATOP,1,0,1,0,1
BRAND-06B0DB156C,OUD Collection,OUDCOLLECTION,1,0,0,0,0
BRAND-3A59543109,OUD Hamddan,OUDHAMDDAN,1,0,0,0,0
BRAND-BE530CB43C,OUD Laosi,OUDLAOSI,1,0,0,0,0
BRAND-C4DD6A5B15,OUD Mitaliya Rs,OUDMITALIYARS,1,0,0,0,0
BRAND-C9E54A37C7,Obvious,OBVIOUS,1,0,0,0,0
BRAND-039318443F,Oudh Boya Nt,OUDHBOYANT,1,0,0,0,1
BRAND-8398FA964D,Perfumes De,PERFUMESDE,1,0,1,0,1
BRAND-C21DD15795,Perfums De Marly,PERFUMSDEMARLY,1,0,1,0,1
BRAND-D0DC523270,Prada Candy,PRADACANDY,1,0,0,0,0
BRAND-C81A1795FB,Ramon Bejar,RAMONBEJAR,1,0,0,0,0
BRAND-4A650F8493,Rassasi,RASSASI,1,0,0,0,0
BRAND-FA003E0578,Remy Latoure,REMYLATOURE,1,0,0,0,0
BRAND-9EFBF53587,Revedor,REVEDOR,1,0,0,0,0
BRAND-4E488210C6,Sabaik,SABAIK,1,0,0,0,0
BRAND-B4FE202298,Sadaf,SADAF,1,0,0,0,0
BRAND-B1F8C4BB1A,Sandal,SANDAL,1,0,0,0,0
BRAND-70F03B30B9,Santa Eulaila,SANTAEULAILA,1,1,0,0,1
BRAND-3F12405505,Scents Of Wood,SCENTSOFWOOD,1,0,0,0,0
BRAND-4451436183,Sculpture,SCULPTURE,1,0,0,0,0
BRAND-C603E9E95E,Second Wife,SECONDWIFE,1,0,0,0,0
BRAND-8015E0DDD9,Sensual,SENSUAL,1,0,0,0,0
BRAND-298D06FEFA,Serge Lutens,SERGELUTENS,1,0,1,0,1
BRAND-FF76C8F1A6,Shamama Amber,SHAMAMAAMBER,1,0,0,0,0
BRAND-1E57868452,Sheikh Al Arab,SHEIKHALARAB,1,0,0,0,0
BRAND-A8A7E14033,Sheikh Al Shuyukh Top,SHEIKHALSHUYUKHTOP,1,0,1,0,1
BRAND-08CD82E6D7,Sheikh Al Suyk,SHEIKHALSUYK,1,0,0,0,0
BRAND-F23EA43A0E,Shekh Rashid,SHEKHRASHID,1,1,0,0,1
BRAND-46FF31AFFF,Shiseido,SHISEIDO,1,1,0,0,1
BRAND-24581496C5,Simone Andreoli,SIMONEANDREOLI,1,0,0,0,0
BRAND-B08E2EC6F1,Sisley,SISLEY,1,0,0,0,0
BRAND-A561514F5A,So OUD,SOOUD,1,0,0,0,0
BRAND-2371BD9122,Sora Dora,SORADORA,1,0,0,0,0
BRAND-3B3E237576,Strangelove Nyc,STRANGELOVENYC,1,0,0,0,0
BRAND-5D093DB3A9,Sugar Baby / Soft,SUGARBABYSOFT,1,0,0,0,0
BRAND-F27B42067E,Suhailah,SUHAILAH,1,0,0,0,0
BRAND-E78B3BC6A5,Suhalah,SUHALAH,1,0,0,0,0
BRAND-FB10BB8A4C,Sultan,SULTAN,1,0,0,0,0
BRAND-9370A75C86,Sweet Tooth,SWEETTOOTH,1,0,0,0,0
BRAND-049CCD22D6,Talzi,TALZI,1,0,0,0,0
BRAND-4814E7E0C4,Tamburins,TAMBURINS,1,0,0,0,0
BRAND-942C7022FB,Tiffany & Co,TIFFANYCO,1,1,0,0,1
BRAND-8471E5406D,Tomford.,TOMFORD,1,1,0,0,1
BRAND-5DE6D3D660,Tot Nikkar,TOTNIKKAR,1,0,0,0,0
BRAND-D02AF038FB,Turab Al Dahab,TURABALDAHAB,1,0,0,0,0
BRAND-EC0245B24E,Victor Rolf,VICTORROLF,1,0,0,0,0
BRAND-1B826AE467,Victoria's Secret,VICTORIASSECRET,1,1,0,0,1
BRAND-F6976567DB,White OUD,WHITEOUD,1,0,1,0,1
BRAND-D01845819E,White Rose,WHITEROSE,1,0,0,0,0
BRAND-12B319AC66,X5,X5,1,0,0,0,0
BRAND-7B6A7E7E2E,Yamen,YAMEN,1,1,0,0,1
BRAND-F030364D5C,Yas Perfumes,YASPERFUMES,1,0,0,0,0
BRAND-B33EF2B56F,Yves Rocher,YVESROCHER,1,0,0,0,0
